[2019-05-24 00:39:28],440.482000, 100.000000, 80.000000, -100.000000, 101.800000, -93.200000,103.200000,-91.800000,18.200000,-3.500000,18.500000
[2019-05-24 00:39:28],440.498000, 101.000000, 81.000000, -101.000000, 102.800000, -94.200000,104.200000,-92.800000,19.200000,-4.500000,19.500000
[2019-05-24 00:39:28],440.519000, 102.000000, 82.000000, -102.000000, 103.800000, -95.200000,105.200000,-93.800000,20.200000,-5.500000,20.500000
[2019-05-24 00:39:28],440.530000, 103.000000, 83.000000, -103.000000, 104.800000, -96.200000,106.200000,-94.800000,21.200000,-6.500000,21.500000
[2019-05-24 00:39:28],440.552000, 104.000000, 84.000000, -104.000000, 105.800000, -97.200000,107.200000,-95.800000,22.200000,-7.500000,22.500000
[2019-05-24 00:39:28],440.560000, 105.000000, 85.000000, -105.000000, 106.800000, -98.200000,108.200000,-96.800000,23.200000,-8.500000,23.500000
[2019-05-24 00:39:28],440.582000, 106.000000, 86.000000, -106.000000, 107.800000, -99.200000,109.200000,-97.800000,24.200000,-9.500000,24.500000
[2019-05-24 00:39:28],440.593000, 107.000000, 87.000000, -107.000000, 108.800000, -100.200000,110.200000,-98.800000,25.200000,-10.500000,25.500000
[2019-05-24 00:39:28],440.614000, 108.000000, 88.000000, -108.000000, 109.800000, -101.200000,111.200000,-99.800000,26.200000,-11.500000,26.500000
[2019-05-24 00:39:28],440.625000, 109.000000, 89.000000, -109.000000, 110.800000, -102.200000,112.200000,-100.800000,27.200000,-12.500000,27.500000
[2019-05-24 00:39:28],440.647000, 110.000000, 90.000000, -110.000000, 111.800000, -103.200000,113.200000,-101.800000,7.200000,7.500000,7.500000
[2019-05-24 00:39:28],440.656000, 111.000000, 91.000000, -111.000000, 112.800000, -104.200000,114.200000,-102.800000,8.200000,6.500000,8.500000
[2019-05-24 00:39:28],440.669000, 112.000000, 92.000000, -112.000000, 113.800000, -105.200000,115.200000,-103.800000,9.200000,5.500000,9.500000
[2019-05-24 00:39:28],440.685000, 113.000000, 93.000000, -113.000000, 114.800000, -106.200000,116.200000,-104.800000,10.200000,4.500000,10.500000
[2019-05-24 00:39:28],440.705000, 114.000000, 94.000000, -114.000000, 115.800000, -107.200000,117.200000,-105.800000,11.200000,3.500000,11.500000
[2019-05-24 00:39:28],440.716000, 115.000000, 95.000000, -115.000000, 116.800000, -108.200000,118.200000,-106.800000,12.200000,2.500000,12.500000
[2019-05-24 00:39:28],440.731000, 116.000000, 96.000000, -116.000000, 117.800000, -109.200000,119.200000,-107.800000,13.200000,1.500000,13.500000
[2019-05-24 00:39:28],440.752000, 117.000000, 97.000000, -117.000000, 118.800000, -110.200000,120.200000,-108.800000,14.200000,0.500000,14.500000
[2019-05-24 00:39:28],440.763000, 118.000000, 98.000000, -118.000000, 119.800000, -111.200000,121.200000,-109.800000,15.200000,-0.500000,15.500000
[2019-05-24 00:39:28],440.783000, 119.000000, 99.000000, -119.000000, 120.800000, -112.200000,122.200000,-110.800000,16.200000,-1.500000,16.500000
[2019-05-24 00:39:28],440.794000, 120.000000, 100.000000, -120.000000, 121.800000, -113.200000,123.200000,-111.800000,17.200000,-2.500000,17.500000
[2019-05-24 00:39:28],440.815000, 121.000000, 101.000000, -121.000000, 122.800000, -114.200000,124.200000,-112.800000,18.200000,-3.500000,18.500000
[2019-05-24 00:39:28],440.826000, 122.000000, 102.000000, -122.000000, 123.800000, -115.200000,125.200000,-113.800000,19.200000,-4.500000,19.500000
[2019-05-24 00:39:28],440.847000, 123.000000, 103.000000, -123.000000, 124.800000, -116.200000,126.200000,-114.800000,20.200000,-5.500000,20.500000
[2019-05-24 00:39:28],440.858000, 124.000000, 104.000000, -124.000000, 125.800000, -117.200000,127.200000,-115.800000,21.200000,-6.500000,21.500000
[2019-05-24 00:39:28],440.880000, 125.000000, 105.000000, -125.000000, 126.800000, -118.200000,128.200000,-116.800000,22.200000,-7.500000,22.500000
[2019-05-24 00:39:28],440.887000, 126.000000, 106.000000, -126.000000, 127.800000, -119.200000,129.200000,-117.800000,23.200000,-8.500000,23.500000
[2019-05-24 00:39:28],440.908000, 127.000000, 107.000000, -127.000000, 128.800000, -120.200000,130.200000,-118.800000,24.200000,-9.500000,24.500000
[2019-05-24 00:39:28],440.919000, 128.000000, 108.000000, -128.000000, 129.800000, -121.200000,131.200000,-119.800000,25.200000,-10.500000,25.500000
[2019-05-24 00:39:28],440.940000, 129.000000, 109.000000, -129.000000, 130.800000, -122.200000,132.200000,-120.800000,26.200000,-11.500000,26.500000
[2019-05-24 00:39:28],440.951000, 130.000000, 110.000000, -130.000000, 131.800000, -123.200000,133.200000,-121.800000,27.200000,-12.500000,27.500000
[2019-05-24 00:39:28],440.965000, 131.000000, 111.000000, -131.000000, 132.800000, -124.200000,134.200000,-122.800000,7.200000,7.500000,7.500000
[2019-05-24 00:39:28],440.986000, 132.000000, 112.000000, -132.000000, 133.800000, -125.200000,135.200000,-123.800000,8.200000,6.500000,8.500000
[2019-05-24 00:39:28],441.001000, 133.000000, 113.000000, -133.000000, 134.800000, -126.200000,136.200000,-124.800000,9.200000,5.500000,9.500000
[2019-05-24 00:39:28],441.022000, 134.000000, 114.000000, -134.000000, 135.800000, -127.200000,137.200000,-125.800000,10.200000,4.500000,10.500000
